term,tfidf_score
company,0.2859888749836323
an,0.21449165623772423
and,0.2111370457536451
produce,0.17723791952467224
opportunity,0.17723791952467224
salary,0.17723791952467224
com,0.17723791952467224
rsquo,0.17723791952467224
our,0.17723791952467224
immediate,0.17723791952467224
adamsproduce,0.17723791952467224
assistant,0.14977912837939567
office,0.14299443749181615
at,0.14299443749181615
the,0.12668222745218705
for,0.09985275225293044
old,0.08861895976233612
owned,0.08861895976233612
110,0.08861895976233612
offer,0.08861895976233612
package,0.08861895976233612
maryellen,0.08861895976233612
marketing,0.08861895976233612
manages,0.08861895976233612
level,0.08861895976233612
mattison,0.08861895976233612
rfor,0.08861895976233612
pay,0.08861895976233612
radams,0.08861895976233612
reporting,0.08861895976233612
resume,0.08861895976233612
adams,0.08861895976233612
rmilitary,0.08861895976233612
rvisit,0.08861895976233612
rwe,0.08861895976233612
send,0.08861895976233612
service,0.08861895976233612
veterans,0.08861895976233612
website,0.08861895976233612
workplace,0.08861895976233612
www,0.08861895976233612
letter,0.08861895976233612
year,0.08861895976233612
cover,0.08861895976233612
environment,0.08861895976233612
competitive,0.08861895976233612
confidence,0.08861895976233612
consideration,0.08861895976233612
coo,0.08861895976233612
career,0.08861895976233612
corporate,0.08861895976233612
distributor,0.08861895976233612
drug,0.08861895976233612
benefits,0.08861895976233612
apply,0.08861895976233612
ceo,0.08861895976233612
encouraged,0.08861895976233612
eoe,0.08861895976233612
excellent,0.08861895976233612
expectations,0.08861895976233612
food,0.08861895976233612
free,0.08861895976233612
function,0.08861895976233612
administration,0.08861895976233612
has,0.08861895976233612
high,0.08861895976233612
history,0.08861895976233612
cfo,0.08861895976233612
executive,0.08445481830145804
to,0.08445481830145804
in,0.08445481830145804
work,0.07149721874590807
special,0.07149721874590807
include,0.07149721874590807
routine,0.07149721874590807
coordinates,0.07149721874590807
provides,0.07149721874590807
general,0.07149721874590807
independently,0.07149721874590807
this,0.05934915016715705
projects,0.05934915016715705
responsibilities,0.04992637612646522
position,0.04992637612646522
administrative,0.04992637612646522
support,0.04222740915072902
